threshold,num_samples,num_live,num_spoof,dropped_error_rows,dropped_invalid_label_rows,cm_true_live_pred_live,cm_true_live_pred_spoof,cm_true_spoof_pred_live,cm_true_spoof_pred_spoof,apcer,bpcer,acer,accuracy,precision_live,recall_live,f1_live,precision_spoof,recall_spoof,f1_spoof
0.3,393,393,0,0,0,318,75,0,0,0.0,0.19083969465648856,0.09541984732824428,0.8091603053435115,1.0,0.8091603053435115,0.8945147679324894,0.0,0.0,0.0
0.5,393,393,0,0,0,295,98,0,0,0.0,0.24936386768447838,0.12468193384223919,0.7506361323155216,1.0,0.7506361323155216,0.8575581395348837,0.0,0.0,0.0
0.7,393,393,0,0,0,273,120,0,0,0.0,0.3053435114503817,0.15267175572519084,0.6946564885496184,1.0,0.6946564885496184,0.8198198198198199,0.0,0.0,0.0
