threshold,num_samples,num_live,num_spoof,dropped_error_rows,dropped_invalid_label_rows,cm_true_live_pred_live,cm_true_live_pred_spoof,cm_true_spoof_pred_live,cm_true_spoof_pred_spoof,apcer,bpcer,acer,accuracy,precision_live,recall_live,f1_live,precision_spoof,recall_spoof,f1_spoof
0.3,11376,7541,3835,0,0,6219,1322,1639,2196,0.4273794002607562,0.1753083145471423,0.30134385740394926,0.7397151898734177,0.7914227538813947,0.8246916854528578,0.8077147866744594,0.6242183058555998,0.5726205997392438,0.5973072215422277
0.5,11376,7541,3835,0,0,5880,1661,1389,2446,0.3621903520208605,0.2202625646465986,0.2912264583337295,0.7318917018284107,0.8089145687164672,0.7797374353534015,0.7940580688723835,0.5955685415144875,0.6378096479791395,0.6159657516998237
0.7,11376,7541,3835,0,0,5536,2005,1166,2669,0.3040417209908735,0.26587985678292003,0.2849607888868968,0.7212552742616034,0.8260220829603103,0.73412014321708,0.7773643193147511,0.5710312366281558,0.6959582790091264,0.6273357621342108
