threshold,num_samples,num_live,num_spoof,dropped_error_rows,dropped_invalid_label_rows,cm_true_live_pred_live,cm_true_live_pred_spoof,cm_true_spoof_pred_live,cm_true_spoof_pred_spoof,apcer,bpcer,acer,accuracy,precision_live,recall_live,f1_live,precision_spoof,recall_spoof,f1_spoof
0.1,291,291,0,0,0,289,2,0,0,0.0,0.006872852233676976,0.003436426116838488,0.993127147766323,1.0,0.993127147766323,0.996551724137931,0.0,0.0,0.0
0.2,291,291,0,0,0,283,8,0,0,0.0,0.027491408934707903,0.013745704467353952,0.9725085910652921,1.0,0.9725085910652921,0.9860627177700347,0.0,0.0,0.0
0.3,291,291,0,0,0,278,13,0,0,0.0,0.044673539518900345,0.022336769759450172,0.9553264604810997,1.0,0.9553264604810997,0.977152899824253,0.0,0.0,0.0
0.4,291,291,0,0,0,276,15,0,0,0.0,0.05154639175257732,0.02577319587628866,0.9484536082474226,1.0,0.9484536082474226,0.9735449735449735,0.0,0.0,0.0
0.5,291,291,0,0,0,275,16,0,0,0.0,0.054982817869415807,0.027491408934707903,0.9450171821305842,1.0,0.9450171821305842,0.9717314487632509,0.0,0.0,0.0
0.6,291,291,0,0,0,271,20,0,0,0.0,0.06872852233676977,0.03436426116838488,0.9312714776632303,1.0,0.9312714776632303,0.9644128113879004,0.0,0.0,0.0
0.7,291,291,0,0,0,270,21,0,0,0.0,0.07216494845360824,0.03608247422680412,0.9278350515463918,1.0,0.9278350515463918,0.9625668449197862,0.0,0.0,0.0
0.8,291,291,0,0,0,265,26,0,0,0.0,0.08934707903780069,0.044673539518900345,0.9106529209621993,1.0,0.9106529209621993,0.9532374100719425,0.0,0.0,0.0
0.9,291,291,0,0,0,254,37,0,0,0.0,0.12714776632302405,0.06357388316151202,0.872852233676976,1.0,0.872852233676976,0.9321100917431193,0.0,0.0,0.0
