threshold,num_samples,num_live,num_spoof,dropped_error_rows,dropped_invalid_label_rows,cm_true_live_pred_live,cm_true_live_pred_spoof,cm_true_spoof_pred_live,cm_true_spoof_pred_spoof,apcer,bpcer,acer,accuracy,precision_live,recall_live,f1_live,precision_spoof,recall_spoof,f1_spoof
0.3,393,393,0,0,0,253,140,0,0,0.0,0.356234096692112,0.178117048346056,0.6437659033078881,1.0,0.6437659033078881,0.78328173374613,0.0,0.0,0.0
0.5,393,393,0,0,0,232,161,0,0,0.0,0.40966921119592875,0.20483460559796438,0.5903307888040712,1.0,0.5903307888040712,0.7424,0.0,0.0,0.0
0.7,393,393,0,0,0,213,180,0,0,0.0,0.4580152671755725,0.22900763358778625,0.5419847328244275,1.0,0.5419847328244275,0.7029702970297029,0.0,0.0,0.0
