threshold,num_samples,num_live,num_spoof,dropped_error_rows,dropped_invalid_label_rows,cm_true_live_pred_live,cm_true_live_pred_spoof,cm_true_spoof_pred_live,cm_true_spoof_pred_spoof,apcer,bpcer,acer,accuracy,precision_live,recall_live,f1_live,precision_spoof,recall_spoof,f1_spoof
0.3,393,393,0,0,0,379,14,0,0,0.0,0.035623409669211195,0.017811704834605598,0.9643765903307888,1.0,0.9643765903307888,0.9818652849740933,0.0,0.0,0.0
0.5,393,393,0,0,0,369,24,0,0,0.0,0.061068702290076333,0.030534351145038167,0.9389312977099237,1.0,0.9389312977099237,0.9685039370078741,0.0,0.0,0.0
0.7,393,393,0,0,0,365,28,0,0,0.0,0.07124681933842239,0.035623409669211195,0.9287531806615776,1.0,0.9287531806615776,0.9630606860158312,0.0,0.0,0.0
